# eta   f(eta)   f'(eta)
0.7 0.297109 0.273796
0.71 0.299866 0.277537
0.72 0.30266 0.281272
0.73 0.305491 0.285002
0.74 0.30836 0.288726
0.75 0.311266 0.292444
0.76 0.314209 0.296157
0.77 0.317189 0.299863
0.78 0.320206 0.303564
0.79 0.32326 0.307259
0.8 0.326351 0.310948
0.81 0.329479 0.314631
0.82 0.332644 0.318308
0.83 0.335845 0.321978
0.84 0.339083 0.325643
0.85 0.342358 0.329301
0.86 0.345669 0.332953
0.87 0.349017 0.336599
0.88 0.352401 0.340238
0.89 0.355822 0.343871
0.9 0.359279 0.347498
0.91 0.362772 0.351118
0.92 0.366301 0.354731
0.93 0.369867 0.358338
0.94 0.373468 0.361938
0.95 0.377105 0.365532
0.96 0.380779 0.369119
0.97 0.384488 0.372699
0.98 0.388232 0.376272
0.99 0.392013 0.379838
1 0.395829 0.383397
1.01 0.399681 0.386949
1.02 0.403568 0.390494
1.03 0.407491 0.394032
1.04 0.411449 0.397562
1.05 0.415442 0.401086
1.06 0.41947 0.404602
1.07 0.423534 0.40811
1.08 0.427633 0.411612
1.09 0.431766 0.415105
1.1 0.435935 0.418592
1.11 0.440138 0.42207
1.12 0.444376 0.425541
1.13 0.448649 0.429005
1.14 0.452956 0.43246
1.15 0.457298 0.435908
1.16 0.461674 0.439348
1.17 0.466085 0.44278
1.18 0.47053 0.446204
1.19 0.475009 0.449619
1.2 0.479522 0.453027
1.21 0.484069 0.456427
1.22 0.488651 0.459818
1.23 0.493266 0.463201
1.24 0.497915 0.466576
1.25 0.502597 0.469943
1.26 0.507314 0.473301
1.27 0.512063 0.47665
1.28 0.516847 0.479991
1.29 0.521663 0.483323
1.3 0.526513 0.486647
1.31 0.531396 0.489962
1.32 0.536312 0.493268
1.33 0.541261 0.496565
1.34 0.546243 0.499853
1.35 0.551258 0.503132
1.36 0.556306 0.506403
1.37 0.561386 0.509664
1.38 0.566499 0.512916
1.39 0.571645 0.516159
1.4 0.576822 0.519393
1.41 0.582033 0.522617
1.42 0.587275 0.525832
1.43 0.592549 0.529037
1.44 0.597855 0.532233
1.45 0.603194 0.53542
1.46 0.608564 0.538597
1.47 0.613966 0.541764
1.48 0.619399 0.544921
1.49 0.624864 0.548069
1.5 0.63036 0.551207
1.51 0.635888 0.554335
1.52 0.641447 0.557453
1.53 0.647037 0.560561
1.54 0.652658 0.56366
1.55 0.65831 0.566748
1.56 0.663993 0.569825
1.57 0.669707 0.572893
1.58 0.675451 0.575951
1.59 0.681226 0.578998
1.6 0.687031 0.582034
1.61 0.692866 0.585061
1.62 0.698732 0.588077
1.63 0.704628 0.591082
1.64 0.710554 0.594077
1.65 0.716509 0.597061
1.66 0.722495 0.600034
1.67 0.72851 0.602997
1.68 0.734555 0.605949
1.69 0.740629 0.60889
1.7 0.746733 0.611821
1.71 0.752865 0.61474
1.72 0.759027 0.617648
1.73 0.765218 0.620546
1.74 0.771438 0.623432
1.75 0.777687 0.626307
1.76 0.783964 0.629171
1.77 0.79027 0.632024
1.78 0.796605 0.634866
1.79 0.802968 0.637696
1.8 0.809359 0.640515
1.81 0.815778 0.643323
1.82 0.822225 0.646119
1.83 0.8287 0.648904
1.84 0.835203 0.651677
1.85 0.841734 0.654438
1.86 0.848292 0.657188
1.87 0.854877 0.659927
1.88 0.86149 0.662653
1.89 0.86813 0.665368
1.9 0.874798 0.668072
1.91 0.881492 0.670763
1.92 0.888213 0.673443
1.93 0.894961 0.67611
1.94 0.901735 0.678766
1.95 0.908536 0.68141
1.96 0.915363 0.684042
1.97 0.922217 0.686662
1.98 0.929096 0.689269
1.99 0.936002 0.691865
2 0.942934 0.694449
2.01 0.949891 0.69702
2.02 0.956874 0.699579
2.03 0.963883 0.702126
2.04 0.970917 0.704661
2.05 0.977976 0.707184
2.06 0.98506 0.709694
2.07 0.99217 0.712192
2.08 0.999304 0.714677
2.09 1.00646 0.71715
2.1 1.01365 0.719611
2.11 1.02086 0.722059
2.12 1.02809 0.724495
2.13 1.03535 0.726919
2.14 1.04263 0.729329
2.15 1.04993 0.731728
2.16 1.05726 0.734113
2.17 1.06461 0.736487
2.18 1.07199 0.738847
2.19 1.07939 0.741195
2.2 1.08681 0.74353
2.21 1.09426 0.745853
2.22 1.10173 0.748163
2.23 1.10922 0.75046
2.24 1.11674 0.752745
2.25 1.12428 0.755017
2.26 1.13184 0.757276
2.27 1.13942 0.759522
2.28 1.14703 0.761756
2.29 1.15466 0.763976
2.3 1.16231 0.766184
2.31 1.16998 0.76838
2.32 1.17768 0.770562
2.33 1.18539 0.772732
2.34 1.19313 0.774889
2.35 1.20089 0.777033
2.36 1.20867 0.779164
2.37 1.21648 0.781282
2.38 1.2243 0.783387
2.39 1.23214 0.78548
2.4 1.24001 0.78756
2.41 1.24789 0.789627
2.42 1.2558 0.791681
2.43 1.26373 0.793722
2.44 1.27168 0.79575
2.45 1.27964 0.797766
2.46 1.28763 0.799768
2.47 1.29564 0.801758
2.48 1.30367 0.803735
2.49 1.31171 0.805699
2.5 1.31978 0.80765
2.51 1.32787 0.809589
2.52 1.33597 0.811514
2.53 1.3441 0.813427
2.54 1.35224 0.815327
2.55 1.3604 0.817214
2.56 1.36858 0.819088
2.57 1.37678 0.82095
2.58 1.385 0.822799
2.59 1.39324 0.824635
2.6 1.4015 0.826458
2.61 1.40977 0.828269
2.62 1.41806 0.830067
2.63 1.42637 0.831852
2.64 1.4347 0.833624
2.65 1.44304 0.835384
2.66 1.45141 0.837131
2.67 1.45979 0.838866
2.68 1.46818 0.840587
2.69 1.4766 0.842297
2.7 1.48503 0.843993
2.71 1.49348 0.845678
2.72 1.50194 0.847349
2.73 1.51042 0.849008
2.74 1.51892 0.850655
2.75 1.52744 0.852289
2.76 1.53597 0.853911
2.77 1.54452 0.85552
2.78 1.55308 0.857117
2.79 1.56166 0.858702
2.8 1.57025 0.860274
2.81 1.57886 0.861834
2.82 1.58749 0.863382
2.83 1.59613 0.864917
2.84 1.60479 0.866441
2.85 1.61346 0.867952
2.86 1.62215 0.869451
2.87 1.63085 0.870938
2.88 1.63957 0.872412
2.89 1.6483 0.873875
2.9 1.65704 0.875326
2.91 1.6658 0.876765
2.92 1.67458 0.878191
2.93 1.68337 0.879606
2.94 1.69217 0.881009
2.95 1.70099 0.882401
2.96 1.70982 0.88378
2.97 1.71866 0.885148
2.98 1.72752 0.886504
2.99 1.73639 0.887848
3 1.74528 0.889181
3.01 1.75418 0.890502
3.02 1.76309 0.891812
3.03 1.77201 0.89311
3.04 1.78095 0.894397
3.05 1.7899 0.895672
3.06 1.79886 0.896936
3.07 1.80784 0.898189
3.08 1.81683 0.89943
3.09 1.82583 0.90066
3.1 1.83484 0.901879
3.11 1.84387 0.903087
3.12 1.8529 0.904283
3.13 1.86195 0.905469
3.14 1.87101 0.906644
3.15 1.88008 0.907807
3.16 1.88917 0.90896
3.17 1.89826 0.910102
3.18 1.90737 0.911234
3.19 1.91649 0.912354
3.2 1.92562 0.913464
3.21 1.93476 0.914563
3.22 1.94391 0.915652
3.23 1.95307 0.91673
3.24 1.96224 0.917797
3.25 1.97143 0.918854
3.26 1.98062 0.919901
3.27 1.98982 0.920938
3.28 1.99904 0.921964
3.29 2.00826 0.92298
3.3 2.0175 0.923986
3.31 2.02674 0.924982
3.32 2.036 0.925967
3.33 2.04526 0.926943
3.34 2.05454 0.927909
3.35 2.06382 0.928865
3.36 2.07311 0.929811
3.37 2.08242 0.930747
3.38 2.09173 0.931674
3.39 2.10105 0.932591
3.4 2.11038 0.933499
3.41 2.11972 0.934396
3.42 2.12907 0.935285
3.43 2.13843 0.936164
3.44 2.14779 0.937034
3.45 2.15717 0.937894
3.46 2.16655 0.938745
3.47 2.17594 0.939587
3.48 2.18534 0.94042
3.49 2.19475 0.941244
3.5 2.20417 0.942059
3.51 2.21359 0.942865
3.52 2.22302 0.943662
3.53 2.23246 0.94445
3.54 2.24191 0.94523
3.55 2.25137 0.946
3.56 2.26083 0.946763
3.57 2.2703 0.947516
3.58 2.27978 0.948261
3.59 2.28927 0.948998
3.6 2.29876 0.949726
3.61 2.30826 0.950446
3.62 2.31777 0.951158
3.63 2.32729 0.951861
3.64 2.33681 0.952557
3.65 2.34634 0.953244
3.66 2.35587 0.953923
3.67 2.36542 0.954595
3.68 2.37497 0.955258
3.69 2.38452 0.955914
3.7 2.39408 0.956561
3.71 2.40365 0.957202
3.72 2.41323 0.957834
3.73 2.42281 0.958459
3.74 2.4324 0.959076
3.75 2.44199 0.959686
3.76 2.45159 0.960289
3.77 2.4612 0.960884
3.78 2.47081 0.961472
3.79 2.48043 0.962052
3.8 2.49005 0.962626
3.81 2.49968 0.963192
3.82 2.50931 0.963752
3.83 2.51895 0.964304
3.84 2.5286 0.964849
3.85 2.53825 0.965388
3.86 2.54791 0.96592
3.87 2.55757 0.966445
3.88 2.56724 0.966963
3.89 2.57691 0.967475
3.9 2.58658 0.96798
3.91 2.59627 0.968479
3.92 2.60595 0.968972
3.93 2.61565 0.969457
3.94 2.62534 0.969937
3.95 2.63505 0.97041
3.96 2.64475 0.970878
3.97 2.65446 0.971339
3.98 2.66418 0.971794
3.99 2.6739 0.972243
4 2.68362 0.972686
4.01 2.69335 0.973123
4.02 2.70309 0.973554
4.03 2.71282 0.973979
4.04 2.72257 0.974399
4.05 2.73231 0.974813
4.06 2.74206 0.975222
4.07 2.75182 0.975625
4.08 2.76157 0.976022
4.09 2.77134 0.976414
4.1 2.7811 0.9768
4.11 2.79087 0.977182
4.12 2.80065 0.977557
4.13 2.81042 0.977928
4.14 2.8202 0.978294
4.15 2.82999 0.978654
4.16 2.83978 0.979009
4.17 2.84957 0.97936
4.18 2.85936 0.979705
4.19 2.86916 0.980045
4.2 2.87897 0.980381
4.21 2.88877 0.980712
4.22 2.89858 0.981038
4.23 2.90839 0.981359
4.24 2.91821 0.981676
4.25 2.92803 0.981988
4.26 2.93785 0.982296
4.27 2.94767 0.982599
4.28 2.9575 0.982898
4.29 2.96733 0.983192
4.3 2.97716 0.983482
4.31 2.987 0.983768
4.32 2.99684 0.984049
4.33 3.00668 0.984326
4.34 3.01652 0.984599
4.35 3.02637 0.984868
4.36 3.03622 0.985133
4.37 3.04607 0.985394
4.38 3.05593 0.985651
4.39 3.06579 0.985905
4.4 3.07565 0.986154
4.41 3.08551 0.986399
4.42 3.09538 0.986641
4.43 3.10524 0.986879
4.44 3.11511 0.987114
4.45 3.12499 0.987344
4.46 3.13486 0.987572
4.47 3.14474 0.987795
4.48 3.15462 0.988015
4.49 3.1645 0.988232
4.5 3.17438 0.988445
4.51 3.18427 0.988655
4.52 3.19415 0.988862
4.53 3.20404 0.989065
4.54 3.21394 0.989265
4.55 3.22383 0.989462
4.56 3.23372 0.989656
4.57 3.24362 0.989847
4.58 3.25352 0.990034
4.59 3.26342 0.990219
4.6 3.27333 0.990401
4.61 3.28323 0.990579
4.62 3.29314 0.990755
4.63 3.30305 0.990928
4.64 3.31296 0.991098
4.65 3.32287 0.991265
4.66 3.33278 0.99143
4.67 3.3427 0.991591
4.68 3.35261 0.99175
4.69 3.36253 0.991907
4.7 3.37245 0.992061
4.71 3.38237 0.992212
4.72 3.3923 0.992361
4.73 3.40222 0.992507
4.74 3.41215 0.992651
4.75 3.42207 0.992792
4.76 3.432 0.992931
4.77 3.44193 0.993067
4.78 3.45186 0.993202
4.79 3.4618 0.993334
4.8 3.47173 0.993463
4.81 3.48166 0.993591
4.82 3.4916 0.993716
4.83 3.50154 0.993839
4.84 3.51148 0.99396
4.85 3.52142 0.994079
4.86 3.53136 0.994196
4.87 3.5413 0.99431
4.88 3.55125 0.994423
4.89 3.56119 0.994534
4.9 3.57114 0.994642
4.91 3.58108 0.994749
4.92 3.59103 0.994854
4.93 3.60098 0.994957
4.94 3.61093 0.995059
4.95 3.62088 0.995158
4.96 3.63083 0.995256
4.97 3.64079 0.995352
4.98 3.65074 0.995446
4.99 3.6607 0.995538
5 3.67065 0.995629
5.01 3.68061 0.995718
5.02 3.69057 0.995806
5.03 3.70052 0.995891
5.04 3.71048 0.995976
5.05 3.72044 0.996059
5.06 3.7304 0.99614
5.07 3.74037 0.99622
5.08 3.75033 0.996298
5.09 3.76029 0.996375
5.1 3.77026 0.99645
5.11 3.78022 0.996524
5.12 3.79019 0.996597
5.13 3.80015 0.996668
5.14 3.81012 0.996738
5.15 3.82009 0.996806
5.16 3.83006 0.996874
5.17 3.84003 0.99694
5.18 3.85 0.997004
5.19 3.85997 0.997068
5.2 3.86994 0.99713
5.21 3.87991 0.997191
5.22 3.88988 0.997251
5.23 3.89985 0.99731
5.24 3.90983 0.997368
5.25 3.9198 0.997424
5.26 3.92978 0.997479
5.27 3.93975 0.997534
5.28 3.94973 0.997587
5.29 3.9597 0.997639
5.3 3.96968 0.997691
5.31 3.97966 0.997741
5.32 3.98963 0.99779
5.33 3.99961 0.997838
5.34 4.00959 0.997886
5.35 4.01957 0.997932
5.36 4.02955 0.997977
5.37 4.03953 0.998022
5.38 4.04951 0.998065
5.39 4.05949 0.998108
5.4 4.06947 0.99815
5.41 4.07945 0.998191
5.42 4.08944 0.998231
5.43 4.09942 0.998271
5.44 4.1094 0.998309
5.45 4.11938 0.998347
5.46 4.12937 0.998384
5.47 4.13935 0.998421
5.48 4.14934 0.998456
5.49 4.15932 0.998491
5.5 4.16931 0.998525
5.51 4.17929 0.998559
5.52 4.18928 0.998591
5.53 4.19926 0.998623
5.54 4.20925 0.998655
5.55 4.21924 0.998685
5.56 4.22922 0.998716
5.57 4.23921 0.998745
5.58 4.2492 0.998774
5.59 4.25919 0.998802
5.6 4.26917 0.99883
5.61 4.27916 0.998857
5.62 4.28915 0.998883
5.63 4.29914 0.998909
5.64 4.30913 0.998934
5.65 4.31912 0.998959
5.66 4.32911 0.998984
5.67 4.3391 0.999007
5.68 4.34909 0.999031
5.69 4.35908 0.999053
5.7 4.36907 0.999076
5.71 4.37906 0.999097
5.72 4.38905 0.999119
5.73 4.39904 0.99914
5.74 4.40903 0.99916
5.75 4.41903 0.99918
5.76 4.42902 0.999199
5.77 4.43901 0.999219
5.78 4.449 0.999237
5.79 4.45899 0.999256
5.8 4.46899 0.999273
5.81 4.47898 0.999291
5.82 4.48897 0.999308
5.83 4.49897 0.999325
5.84 4.50896 0.999341
5.85 4.51895 0.999357
5.86 4.52895 0.999373
5.87 4.53894 0.999388
5.88 4.54893 0.999403
5.89 4.55893 0.999417
5.9 4.56892 0.999432
5.91 4.57892 0.999445
5.92 4.58891 0.999459
5.93 4.59891 0.999472
5.94 4.6089 0.999485
5.95 4.6189 0.999498
5.96 4.62889 0.999511
5.97 4.63889 0.999523
5.98 4.64888 0.999534
5.99 4.65888 0.999546
6 4.66887 0.999557
6.01 4.67887 0.999568
6.02 4.68886 0.999579
6.03 4.69886 0.99959
6.04 4.70886 0.9996
6.05 4.71885 0.99961
6.06 4.72885 0.99962
6.07 4.73884 0.99963
6.08 4.74884 0.999639
6.09 4.75884 0.999648
6.1 4.76883 0.999657
6.11 4.77883 0.999666
6.12 4.78883 0.999674
6.13 4.79882 0.999683
6.14 4.80882 0.999691
6.15 4.81882 0.999699
6.16 4.82881 0.999706
6.17 4.83881 0.999714
6.18 4.84881 0.999721
6.19 4.85881 0.999729
6.2 4.8688 0.999736
6.21 4.8788 0.999742
6.22 4.8888 0.999749
6.23 4.8988 0.999756
6.24 4.90879 0.999762
6.25 4.91879 0.999768
6.26 4.92879 0.999774
6.27 4.93879 0.99978
6.28 4.94878 0.999786
6.29 4.95878 0.999792
6.3 4.96878 0.999797
6.31 4.97878 0.999803
6.32 4.98878 0.999808
6.33 4.99877 0.999813
6.34 5.00877 0.999818
6.35 5.01877 0.999823
6.36 5.02877 0.999827
6.37 5.03877 0.999832
6.38 5.04877 0.999837
6.39 5.05876 0.999841
6.4 5.06876 0.999845
6.41 5.07876 0.999849
6.42 5.08876 0.999853
6.43 5.09876 0.999857
6.44 5.10876 0.999861
6.45 5.11876 0.999865
6.46 5.12875 0.999869
6.47 5.13875 0.999872
6.48 5.14875 0.999876
6.49 5.15875 0.999879
6.5 5.16875 0.999882
6.51 5.17875 0.999886
6.52 5.18875 0.999889
6.53 5.19875 0.999892
6.54 5.20874 0.999895
6.55 5.21874 0.999898
6.56 5.22874 0.999901
6.57 5.23874 0.999903
6.58 5.24874 0.999906
6.59 5.25874 0.999909
6.6 5.26874 0.999911
6.61 5.27874 0.999914
6.62 5.28874 0.999916
6.63 5.29874 0.999919
6.64 5.30874 0.999921
6.65 5.31873 0.999923
6.66 5.32873 0.999925
6.67 5.33873 0.999927
6.68 5.34873 0.999929
6.69 5.35873 0.999931
6.7 5.36873 0.999933
6.71 5.37873 0.999935
6.72 5.38873 0.999937
6.73 5.39873 0.999939
6.74 5.40873 0.999941
6.75 5.41873 0.999942
6.76 5.42873 0.999944
6.77 5.43873 0.999946
6.78 5.44873 0.999947
6.79 5.45873 0.999949
6.8 5.46873 0.99995
6.81 5.47872 0.999952
6.82 5.48872 0.999953
6.83 5.49872 0.999955
6.84 5.50872 0.999956
6.85 5.51872 0.999957
6.86 5.52872 0.999958
6.87 5.53872 0.99996
6.88 5.54872 0.999961
6.89 5.55872 0.999962
6.9 5.56872 0.999963
6.91 5.57872 0.999964
6.92 5.58872 0.999965
6.93 5.59872 0.999966
6.94 5.60872 0.999967
6.95 5.61872 0.999968
6.96 5.62872 0.999969
6.97 5.63872 0.99997
6.98 5.64872 0.999971
6.99 5.65872 0.999972
7 5.66872 0.999973
7.01 5.67872 0.999974
7.02 5.68872 0.999975
7.03 5.69872 0.999975
7.04 5.70872 0.999976
7.05 5.71872 0.999977
7.06 5.72872 0.999978
7.07 5.73872 0.999978
7.08 5.74872 0.999979
7.09 5.75872 0.99998
7.1 5.76872 0.99998
7.11 5.77872 0.999981
7.12 5.78871 0.999981
7.13 5.79871 0.999982
7.14 5.80871 0.999983
7.15 5.81871 0.999983
7.16 5.82871 0.999984
7.17 5.83871 0.999984
7.18 5.84871 0.999985
7.19 5.85871 0.999985
7.2 5.86871 0.999986
7.21 5.87871 0.999986
7.22 5.88871 0.999987
7.23 5.89871 0.999987
7.24 5.90871 0.999988
7.25 5.91871 0.999988
7.26 5.92871 0.999988
7.27 5.93871 0.999989
7.28 5.94871 0.999989
7.29 5.95871 0.99999
7.3 5.96871 0.99999
7.31 5.97871 0.99999
7.32 5.98871 0.999991
7.33 5.99871 0.999991
7.34 6.00871 0.999991
7.35 6.01871 0.999992
7.36 6.02871 0.999992
7.37 6.03871 0.999992
7.38 6.04871 0.999992
7.39 6.05871 0.999993
7.4 6.06871 0.999993
7.41 6.07871 0.999993
7.42 6.08871 0.999993
7.43 6.09871 0.999994
7.44 6.10871 0.999994
7.45 6.11871 0.999994
7.46 6.12871 0.999994
7.47 6.13871 0.999995
7.48 6.14871 0.999995
7.49 6.15871 0.999995
7.5 6.16871 0.999995
7.51 6.17871 0.999995
7.52 6.18871 0.999996
7.53 6.19871 0.999996
7.54 6.20871 0.999996
7.55 6.21871 0.999996
7.56 6.22871 0.999996
7.57 6.23871 0.999996
7.58 6.24871 0.999997
7.59 6.25871 0.999997
7.6 6.26871 0.999997
7.61 6.27871 0.999997
7.62 6.28871 0.999997
7.63 6.29871 0.999997
7.64 6.30871 0.999997
7.65 6.31871 0.999997
7.66 6.32871 0.999998
7.67 6.33871 0.999998
7.68 6.34871 0.999998
7.69 6.35871 0.999998
7.7 6.36871 0.999998
7.71 6.37871 0.999998
7.72 6.38871 0.999998
7.73 6.39871 0.999998
7.74 6.40871 0.999998
7.75 6.41871 0.999999
7.76 6.42871 0.999999
7.77 6.43871 0.999999
7.78 6.44871 0.999999
7.79 6.45871 0.999999
7.8 6.46871 0.999999
7.81 6.47871 0.999999
7.82 6.48871 0.999999
7.83 6.49871 0.999999
7.84 6.50871 0.999999
7.85 6.51871 0.999999
7.86 6.52871 0.999999
7.87 6.53871 0.999999
7.88 6.54871 0.999999
7.89 6.55871 0.999999
7.9 6.56871 1
7.91 6.57871 1
7.92 6.58871 1
7.93 6.59871 1
7.94 6.60871 1
7.95 6.61871 1
7.96 6.62871 1
7.97 6.63871 1
7.98 6.64871 1
7.99 6.65871 1
8 6.66871 1
