# eta   f(eta)   f'(eta)
5.36 4.55078 0.999281
5.37 4.56078 0.999299
5.38 4.57077 0.999316
5.39 4.58076 0.999332
5.4 4.59076 0.999349
5.41 4.60075 0.999365
5.42 4.61074 0.99938
5.43 4.62074 0.999396
5.44 4.63073 0.999411
5.45 4.64072 0.999425
5.46 4.65072 0.999439
5.47 4.66071 0.999453
5.48 4.67071 0.999467
5.49 4.6807 0.99948
5.5 4.6907 0.999493
5.51 4.70069 0.999506
5.52 4.71069 0.999518
5.53 4.72068 0.99953
5.54 4.73068 0.999542
5.55 4.74067 0.999554
5.56 4.75067 0.999565
5.57 4.76067 0.999576
5.58 4.77066 0.999587
5.59 4.78066 0.999597
5.6 4.79065 0.999608
5.61 4.80065 0.999618
5.62 4.81065 0.999627
5.63 4.82064 0.999637
5.64 4.83064 0.999646
5.65 4.84063 0.999655
5.66 4.85063 0.999664
5.67 4.86063 0.999673
5.68 4.87062 0.999681
5.69 4.88062 0.999689
5.7 4.89062 0.999697
5.71 4.90062 0.999705
5.72 4.91061 0.999713
5.73 4.92061 0.99972
5.74 4.93061 0.999728
5.75 4.9406 0.999735
5.76 4.9506 0.999742
5.77 4.9606 0.999749
5.78 4.9706 0.999755
5.79 4.98059 0.999762
5.8 4.99059 0.999768
5.81 5.00059 0.999774
5.82 5.01059 0.99978
5.83 5.02059 0.999786
5.84 5.03058 0.999792
5.85 5.04058 0.999797
5.86 5.05058 0.999802
5.87 5.06058 0.999808
5.88 5.07058 0.999813
5.89 5.08057 0.999818
5.9 5.09057 0.999823
5.91 5.10057 0.999828
5.92 5.11057 0.999832
5.93 5.12057 0.999837
5.94 5.13056 0.999841
5.95 5.14056 0.999845
5.96 5.15056 0.99985
5.97 5.16056 0.999854
5.98 5.17056 0.999858
5.99 5.18056 0.999862
6 5.19056 0.999865
6.01 5.20055 0.999869
6.02 5.21055 0.999873
6.03 5.22055 0.999876
6.04 5.23055 0.99988
6.05 5.24055 0.999883
6.06 5.25055 0.999886
6.07 5.26055 0.999889
6.08 5.27055 0.999892
6.09 5.28055 0.999895
6.1 5.29054 0.999898
6.11 5.30054 0.999901
6.12 5.31054 0.999904
6.13 5.32054 0.999906
6.14 5.33054 0.999909
6.15 5.34054 0.999912
6.16 5.35054 0.999914
6.17 5.36054 0.999917
6.18 5.37054 0.999919
6.19 5.38054 0.999921
6.2 5.39054 0.999923
6.21 5.40053 0.999926
6.22 5.41053 0.999928
6.23 5.42053 0.99993
6.24 5.43053 0.999932
6.25 5.44053 0.999934
6.26 5.45053 0.999936
6.27 5.46053 0.999937
6.28 5.47053 0.999939
6.29 5.48053 0.999941
6.3 5.49053 0.999943
6.31 5.50053 0.999944
6.32 5.51053 0.999946
6.33 5.52053 0.999947
6.34 5.53053 0.999949
6.35 5.54053 0.99995
6.36 5.55053 0.999952
6.37 5.56053 0.999953
6.38 5.57052 0.999955
6.39 5.58052 0.999956
6.4 5.59052 0.999957
6.41 5.60052 0.999959
6.42 5.61052 0.99996
6.43 5.62052 0.999961
6.44 5.63052 0.999962
6.45 5.64052 0.999963
6.46 5.65052 0.999964
6.47 5.66052 0.999965
6.48 5.67052 0.999966
6.49 5.68052 0.999967
6.5 5.69052 0.999968
6.51 5.70052 0.999969
6.52 5.71052 0.99997
6.53 5.72052 0.999971
6.54 5.73052 0.999972
6.55 5.74052 0.999973
6.56 5.75052 0.999974
6.57 5.76052 0.999974
6.58 5.77052 0.999975
6.59 5.78052 0.999976
6.6 5.79052 0.999977
6.61 5.80052 0.999977
6.62 5.81052 0.999978
6.63 5.82052 0.999979
6.64 5.83052 0.999979
6.65 5.84052 0.99998
6.66 5.85052 0.999981
6.67 5.86052 0.999981
6.68 5.87052 0.999982
6.69 5.88052 0.999982
6.7 5.89052 0.999983
6.71 5.90052 0.999983
6.72 5.91051 0.999984
6.73 5.92051 0.999984
6.74 5.93051 0.999985
6.75 5.94051 0.999985
6.76 5.95051 0.999986
6.77 5.96051 0.999986
6.78 5.97051 0.999987
6.79 5.98051 0.999987
6.8 5.99051 0.999988
6.81 6.00051 0.999988
6.82 6.01051 0.999988
6.83 6.02051 0.999989
6.84 6.03051 0.999989
6.85 6.04051 0.999989
6.86 6.05051 0.99999
6.87 6.06051 0.99999
6.88 6.07051 0.99999
6.89 6.08051 0.999991
6.9 6.09051 0.999991
6.91 6.10051 0.999991
6.92 6.11051 0.999992
6.93 6.12051 0.999992
6.94 6.13051 0.999992
6.95 6.14051 0.999992
6.96 6.15051 0.999993
6.97 6.16051 0.999993
6.98 6.17051 0.999993
6.99 6.18051 0.999993
7 6.19051 0.999994
7.01 6.20051 0.999994
7.02 6.21051 0.999994
7.03 6.22051 0.999994
7.04 6.23051 0.999994
7.05 6.24051 0.999995
7.06 6.25051 0.999995
7.07 6.26051 0.999995
7.08 6.27051 0.999995
7.09 6.28051 0.999995
7.1 6.29051 0.999995
7.11 6.30051 0.999996
7.12 6.31051 0.999996
7.13 6.32051 0.999996
7.14 6.33051 0.999996
7.15 6.34051 0.999996
7.16 6.35051 0.999996
7.17 6.36051 0.999996
7.18 6.37051 0.999997
7.19 6.38051 0.999997
7.2 6.39051 0.999997
7.21 6.40051 0.999997
7.22 6.41051 0.999997
7.23 6.42051 0.999997
7.24 6.43051 0.999997
7.25 6.44051 0.999997
7.26 6.45051 0.999997
7.27 6.46051 0.999997
7.28 6.47051 0.999998
7.29 6.48051 0.999998
7.3 6.49051 0.999998
7.31 6.50051 0.999998
7.32 6.51051 0.999998
7.33 6.52051 0.999998
7.34 6.53051 0.999998
7.35 6.54051 0.999998
7.36 6.55051 0.999998
7.37 6.56051 0.999998
7.38 6.57051 0.999998
7.39 6.58051 0.999998
7.4 6.59051 0.999998
7.41 6.60051 0.999999
7.42 6.61051 0.999999
7.43 6.62051 0.999999
7.44 6.63051 0.999999
7.45 6.64051 0.999999
7.46 6.65051 0.999999
7.47 6.66051 0.999999
7.48 6.67051 0.999999
7.49 6.68051 0.999999
7.5 6.69051 0.999999
7.51 6.70051 0.999999
7.52 6.71051 0.999999
7.53 6.72051 0.999999
7.54 6.73051 0.999999
7.55 6.74051 0.999999
7.56 6.75051 0.999999
7.57 6.76051 0.999999
7.58 6.77051 0.999999
7.59 6.78051 0.999999
7.6 6.79051 0.999999
7.61 6.80051 0.999999
7.62 6.81051 0.999999
7.63 6.82051 0.999999
7.64 6.83051 0.999999
7.65 6.84051 0.999999
7.66 6.85051 0.999999
7.67 6.86051 1
7.68 6.87051 1
7.69 6.88051 1
7.7 6.89051 1
7.71 6.90051 1
7.72 6.91051 1
7.73 6.92051 1
7.74 6.93051 1
7.75 6.94051 1
7.76 6.95051 1
7.77 6.96051 1
7.78 6.97051 1
7.79 6.98051 1
7.8 6.99051 1
7.81 7.00051 1
7.82 7.01051 1
7.83 7.02051 1
7.84 7.03051 1
7.85 7.04051 1
7.86 7.05051 1
7.87 7.06051 1
7.88 7.07051 1
7.89 7.08051 1
7.9 7.09051 1
7.91 7.10051 1
7.92 7.11051 1
7.93 7.12051 1
7.94 7.13051 1
7.95 7.14051 1
7.96 7.15051 1
7.97 7.16051 1
7.98 7.17051 1
7.99 7.18051 1
8 7.19051 1
