# eta   f(eta)   f'(eta)
0.71 -0.132519 0.192132
0.72 -0.130583 0.194919
0.73 -0.12862 0.197709
0.74 -0.126629 0.2005
0.75 -0.12461 0.203293
0.76 -0.122563 0.206088
0.77 -0.120488 0.208884
0.78 -0.118386 0.211683
0.79 -0.116255 0.214482
0.8 -0.114096 0.217284
0.81 -0.111909 0.220087
0.82 -0.109694 0.222892
0.83 -0.107451 0.225698
0.84 -0.10518 0.228505
0.85 -0.102881 0.231315
0.86 -0.100554 0.234125
0.87 -0.0981986 0.236937
0.88 -0.0958152 0.239751
0.89 -0.0934036 0.242565
0.9 -0.0909639 0.245381
0.91 -0.088496 0.248199
0.92 -0.0859999 0.251017
0.93 -0.0834756 0.253837
0.94 -0.0809232 0.256658
0.95 -0.0783425 0.25948
0.96 -0.0757336 0.262303
0.97 -0.0730964 0.265128
0.98 -0.070431 0.267953
0.99 -0.0677373 0.270779
1 -0.0650154 0.273607
1.01 -0.0622652 0.276435
1.02 -0.0594867 0.279264
1.03 -0.0566799 0.282094
1.04 -0.0538448 0.284924
1.05 -0.0509814 0.287756
1.06 -0.0480897 0.290588
1.07 -0.0451697 0.293421
1.08 -0.0422213 0.296254
1.09 -0.0392446 0.299089
1.1 -0.0362395 0.301923
1.11 -0.0332061 0.304758
1.12 -0.0301443 0.307594
1.13 -0.0270542 0.31043
1.14 -0.0239357 0.313267
1.15 -0.0207889 0.316103
1.16 -0.0176137 0.318941
1.17 -0.0144101 0.321778
1.18 -0.0111781 0.324615
1.19 -0.00791777 0.327453
1.2 -0.00462905 0.330291
1.21 -0.00131195 0.333129
1.22 0.00203353 0.335967
1.23 0.00540739 0.338805
1.24 0.00880962 0.341642
1.25 0.0122402 0.34448
1.26 0.0156992 0.347318
1.27 0.0191866 0.350155
1.28 0.0227023 0.352992
1.29 0.0262464 0.355829
1.3 0.0298189 0.358665
1.31 0.0334197 0.361501
1.32 0.0370489 0.364336
1.33 0.0407064 0.367171
1.34 0.0443923 0.370005
1.35 0.0481066 0.372839
1.36 0.0518491 0.375672
1.37 0.05562 0.378504
1.38 0.0594192 0.381336
1.39 0.0632467 0.384167
1.4 0.0671025 0.386996
1.41 0.0709866 0.389825
1.42 0.074899 0.392653
1.43 0.0788397 0.39548
1.44 0.0828086 0.398305
1.45 0.0868058 0.40113
1.46 0.0908312 0.403953
1.47 0.0948848 0.406775
1.48 0.0989667 0.409596
1.49 0.103077 0.412415
1.5 0.107215 0.415232
1.51 0.111381 0.418049
1.52 0.115576 0.420863
1.53 0.119799 0.423676
1.54 0.124049 0.426488
1.55 0.128328 0.429297
1.56 0.132635 0.432105
1.57 0.136971 0.434911
1.58 0.141334 0.437715
1.59 0.145725 0.440517
1.6 0.150144 0.443317
1.61 0.154591 0.446115
1.62 0.159066 0.448911
1.63 0.163569 0.451705
1.64 0.1681 0.454496
1.65 0.172659 0.457285
1.66 0.177246 0.460071
1.67 0.181861 0.462855
1.68 0.186503 0.465637
1.69 0.191173 0.468416
1.7 0.195871 0.471192
1.71 0.200597 0.473965
1.72 0.205351 0.476736
1.73 0.210132 0.479504
1.74 0.214941 0.482269
1.75 0.219777 0.485031
1.76 0.224641 0.48779
1.77 0.229533 0.490546
1.78 0.234452 0.493299
1.79 0.239399 0.496048
1.8 0.244373 0.498795
1.81 0.249375 0.501537
1.82 0.254404 0.504277
1.83 0.259461 0.507013
1.84 0.264544 0.509745
1.85 0.269655 0.512474
1.86 0.274794 0.515199
1.87 0.279959 0.517921
1.88 0.285152 0.520638
1.89 0.290372 0.523352
1.9 0.295619 0.526062
1.91 0.300893 0.528768
1.92 0.306195 0.531469
1.93 0.311523 0.534167
1.94 0.316878 0.53686
1.95 0.32226 0.539549
1.96 0.327669 0.542234
1.97 0.333105 0.544914
1.98 0.338567 0.54759
1.99 0.344056 0.550262
2 0.349572 0.552929
2.01 0.355115 0.555591
2.02 0.360684 0.558248
2.03 0.36628 0.560901
2.04 0.371902 0.563549
2.05 0.377551 0.566192
2.06 0.383226 0.568829
2.07 0.388927 0.571462
2.08 0.394655 0.57409
2.09 0.400409 0.576713
2.1 0.406189 0.57933
2.11 0.411996 0.581942
2.12 0.417828 0.584548
2.13 0.423687 0.58715
2.14 0.429571 0.589745
2.15 0.435482 0.592335
2.16 0.441418 0.59492
2.17 0.44738 0.597499
2.18 0.453368 0.600072
2.19 0.459381 0.602639
2.2 0.465421 0.6052
2.21 0.471485 0.607755
2.22 0.477576 0.610305
2.23 0.483691 0.612848
2.24 0.489833 0.615385
2.25 0.495999 0.617916
2.26 0.502191 0.620441
2.27 0.508408 0.622959
2.28 0.51465 0.625471
2.29 0.520917 0.627976
2.3 0.52721 0.630475
2.31 0.533527 0.632967
2.32 0.539869 0.635453
2.33 0.546236 0.637932
2.34 0.552628 0.640404
2.35 0.559044 0.64287
2.36 0.565485 0.645328
2.37 0.57195 0.64778
2.38 0.57844 0.650225
2.39 0.584955 0.652662
2.4 0.591494 0.655092
2.41 0.598057 0.657516
2.42 0.604644 0.659932
2.43 0.611255 0.66234
2.44 0.617891 0.664742
2.45 0.62455 0.667136
2.46 0.631233 0.669522
2.47 0.637941 0.671901
2.48 0.644671 0.674273
2.49 0.651426 0.676636
2.5 0.658204 0.678992
2.51 0.665006 0.681341
2.52 0.671831 0.683681
2.53 0.678679 0.686014
2.54 0.685551 0.688339
2.55 0.692446 0.690656
2.56 0.699364 0.692964
2.57 0.706305 0.695265
2.58 0.71327 0.697558
2.59 0.720257 0.699842
2.6 0.727266 0.702119
2.61 0.734299 0.704387
2.62 0.741354 0.706646
2.63 0.748432 0.708898
2.64 0.755532 0.711141
2.65 0.762655 0.713375
2.66 0.769799 0.715601
2.67 0.776967 0.717819
2.68 0.784156 0.720027
2.69 0.791367 0.722228
2.7 0.7986 0.724419
2.71 0.805855 0.726602
2.72 0.813132 0.728776
2.73 0.820431 0.730941
2.74 0.827751 0.733097
2.75 0.835093 0.735245
2.76 0.842456 0.737383
2.77 0.84984 0.739513
2.78 0.857246 0.741633
2.79 0.864673 0.743744
2.8 0.872121 0.745847
2.81 0.87959 0.74794
2.82 0.88708 0.750024
2.83 0.89459 0.752098
2.84 0.902122 0.754164
2.85 0.909674 0.75622
2.86 0.917246 0.758267
2.87 0.924839 0.760304
2.88 0.932452 0.762332
2.89 0.940086 0.764351
2.9 0.947739 0.76636
2.91 0.955413 0.76836
2.92 0.963106 0.77035
2.93 0.97082 0.77233
2.94 0.978553 0.774301
2.95 0.986306 0.776263
2.96 0.994078 0.778214
2.97 1.00187 0.780156
2.98 1.00968 0.782089
2.99 1.01751 0.784011
3 1.02536 0.785924
3.01 1.03323 0.787827
3.02 1.04112 0.78972
3.03 1.04902 0.791604
3.04 1.05695 0.793477
3.05 1.06489 0.795341
3.06 1.07286 0.797195
3.07 1.08084 0.799039
3.08 1.08884 0.800873
3.09 1.09686 0.802697
3.1 1.10489 0.804511
3.11 1.11295 0.806315
3.12 1.12102 0.808109
3.13 1.12911 0.809893
3.14 1.13722 0.811666
3.15 1.14534 0.81343
3.16 1.15348 0.815184
3.17 1.16164 0.816928
3.18 1.16982 0.818661
3.19 1.17802 0.820385
3.2 1.18623 0.822098
3.21 1.19446 0.823802
3.22 1.20271 0.825495
3.23 1.21097 0.827178
3.24 1.21925 0.82885
3.25 1.22755 0.830513
3.26 1.23586 0.832165
3.27 1.24419 0.833808
3.28 1.25254 0.83544
3.29 1.2609 0.837062
3.3 1.26928 0.838673
3.31 1.27767 0.840275
3.32 1.28608 0.841866
3.33 1.29451 0.843447
3.34 1.30295 0.845018
3.35 1.31141 0.846579
3.36 1.31988 0.84813
3.37 1.32837 0.84967
3.38 1.33688 0.8512
3.39 1.3454 0.85272
3.4 1.35393 0.85423
3.41 1.36248 0.855729
3.42 1.37105 0.857218
3.43 1.37963 0.858698
3.44 1.38822 0.860167
3.45 1.39683 0.861626
3.46 1.40545 0.863074
3.47 1.41409 0.864513
3.48 1.42274 0.865941
3.49 1.43141 0.86736
3.5 1.44009 0.868768
3.51 1.44878 0.870166
3.52 1.45749 0.871554
3.53 1.46621 0.872932
3.54 1.47495 0.8743
3.55 1.4837 0.875657
3.56 1.49246 0.877005
3.57 1.50124 0.878343
3.58 1.51003 0.879671
3.59 1.51883 0.880988
3.6 1.52765 0.882296
3.61 1.53648 0.883594
3.62 1.54532 0.884882
3.63 1.55418 0.88616
3.64 1.56305 0.887428
3.65 1.57193 0.888686
3.66 1.58082 0.889935
3.67 1.58973 0.891173
3.68 1.59864 0.892402
3.69 1.60757 0.893621
3.7 1.61652 0.89483
3.71 1.62547 0.896029
3.72 1.63444 0.897219
3.73 1.64341 0.898399
3.74 1.6524 0.89957
3.75 1.66141 0.900731
3.76 1.67042 0.901882
3.77 1.67944 0.903023
3.78 1.68848 0.904155
3.79 1.69753 0.905278
3.8 1.70658 0.906391
3.81 1.71565 0.907495
3.82 1.72473 0.908589
3.83 1.73383 0.909674
3.84 1.74293 0.910749
3.85 1.75204 0.911815
3.86 1.76116 0.912872
3.87 1.7703 0.913919
3.88 1.77944 0.914958
3.89 1.7886 0.915987
3.9 1.79776 0.917007
3.91 1.80694 0.918017
3.92 1.81612 0.919019
3.93 1.82532 0.920012
3.94 1.83452 0.920995
3.95 1.84374 0.92197
3.96 1.85296 0.922936
3.97 1.8622 0.923893
3.98 1.87144 0.924841
3.99 1.88069 0.92578
4 1.88996 0.92671
4.01 1.89923 0.927632
4.02 1.90851 0.928544
4.03 1.9178 0.929449
4.04 1.9271 0.930344
4.05 1.9364 0.931231
4.06 1.94572 0.93211
4.07 1.95505 0.93298
4.08 1.96438 0.933841
4.09 1.97372 0.934694
4.1 1.98307 0.935539
4.11 1.99243 0.936375
4.12 2.0018 0.937203
4.13 2.01118 0.938023
4.14 2.02056 0.938834
4.15 2.02996 0.939638
4.16 2.03936 0.940433
4.17 2.04876 0.94122
4.18 2.05818 0.942
4.19 2.0676 0.942771
4.2 2.07704 0.943534
4.21 2.08647 0.94429
4.22 2.09592 0.945037
4.23 2.10538 0.945777
4.24 2.11484 0.946509
4.25 2.12431 0.947234
4.26 2.13378 0.94795
4.27 2.14326 0.948659
4.28 2.15275 0.949361
4.29 2.16225 0.950055
4.3 2.17176 0.950741
4.31 2.18127 0.951421
4.32 2.19078 0.952092
4.33 2.20031 0.952757
4.34 2.20984 0.953414
4.35 2.21938 0.954064
4.36 2.22892 0.954707
4.37 2.23847 0.955342
4.38 2.24803 0.955971
4.39 2.25759 0.956593
4.4 2.26716 0.957207
4.41 2.27673 0.957815
4.42 2.28632 0.958416
4.43 2.2959 0.95901
4.44 2.3055 0.959597
4.45 2.31509 0.960177
4.46 2.3247 0.960751
4.47 2.33431 0.961318
4.48 2.34393 0.961879
4.49 2.35355 0.962433
4.5 2.36317 0.96298
4.51 2.37281 0.963521
4.52 2.38244 0.964056
4.53 2.39209 0.964585
4.54 2.40174 0.965107
4.55 2.41139 0.965623
4.56 2.42105 0.966132
4.57 2.43071 0.966636
4.58 2.44038 0.967133
4.59 2.45005 0.967625
4.6 2.45973 0.96811
4.61 2.46942 0.96859
4.62 2.47911 0.969064
4.63 2.4888 0.969531
4.64 2.4985 0.969993
4.65 2.5082 0.97045
4.66 2.5179 0.9709
4.67 2.52762 0.971345
4.68 2.53733 0.971785
4.69 2.54705 0.972218
4.7 2.55678 0.972647
4.71 2.5665 0.97307
4.72 2.57624 0.973487
4.73 2.58597 0.973899
4.74 2.59572 0.974306
4.75 2.60546 0.974708
4.76 2.61521 0.975104
4.77 2.62496 0.975496
4.78 2.63472 0.975882
4.79 2.64448 0.976263
4.8 2.65424 0.976639
4.81 2.66401 0.97701
4.82 2.67378 0.977377
4.83 2.68356 0.977738
4.84 2.69334 0.978095
4.85 2.70312 0.978446
4.86 2.71291 0.978793
4.87 2.7227 0.979136
4.88 2.73249 0.979474
4.89 2.74229 0.979807
4.9 2.75209 0.980135
4.91 2.76189 0.98046
4.92 2.7717 0.980779
4.93 2.78151 0.981095
4.94 2.79132 0.981406
4.95 2.80113 0.981712
4.96 2.81095 0.982015
4.97 2.82077 0.982313
4.98 2.8306 0.982607
4.99 2.84043 0.982897
5 2.85026 0.983182
5.01 2.86009 0.983464
5.02 2.86993 0.983742
5.03 2.87976 0.984016
5.04 2.88961 0.984286
5.05 2.89945 0.984552
5.06 2.9093 0.984814
5.07 2.91915 0.985072
5.08 2.929 0.985327
5.09 2.93885 0.985578
5.1 2.94871 0.985825
5.11 2.95857 0.986069
5.12 2.96843 0.986309
5.13 2.9783 0.986545
5.14 2.98816 0.986778
5.15 2.99803 0.987008
5.16 3.0079 0.987234
5.17 3.01778 0.987457
5.18 3.02765 0.987676
5.19 3.03753 0.987892
5.2 3.04741 0.988105
5.21 3.05729 0.988315
5.22 3.06718 0.988521
5.23 3.07706 0.988725
5.24 3.08695 0.988925
5.25 3.09684 0.989122
5.26 3.10673 0.989316
5.27 3.11663 0.989508
5.28 3.12652 0.989696
5.29 3.13642 0.989881
5.3 3.14632 0.990063
5.31 3.15622 0.990243
5.32 3.16613 0.99042
5.33 3.17603 0.990594
5.34 3.18594 0.990765
5.35 3.19585 0.990934
5.36 3.20576 0.991099
5.37 3.21567 0.991263
5.38 3.22558 0.991423
5.39 3.2355 0.991581
5.4 3.24541 0.991737
5.41 3.25533 0.99189
5.42 3.26525 0.99204
5.43 3.27517 0.992188
5.44 3.28509 0.992334
5.45 3.29502 0.992477
5.46 3.30494 0.992618
5.47 3.31487 0.992757
5.48 3.3248 0.992893
5.49 3.33473 0.993028
5.5 3.34466 0.993159
5.51 3.35459 0.993289
5.52 3.36453 0.993417
5.53 3.37446 0.993542
5.54 3.3844 0.993666
5.55 3.39433 0.993787
5.56 3.40427 0.993906
5.57 3.41421 0.994023
5.58 3.42415 0.994139
5.59 3.43409 0.994252
5.6 3.44404 0.994363
5.61 3.45398 0.994473
5.62 3.46393 0.99458
5.63 3.47387 0.994686
5.64 3.48382 0.99479
5.65 3.49377 0.994892
5.66 3.50372 0.994992
5.67 3.51367 0.995091
5.68 3.52362 0.995188
5.69 3.53357 0.995283
5.7 3.54353 0.995376
5.71 3.55348 0.995468
5.72 3.56344 0.995559
5.73 3.57339 0.995647
5.74 3.58335 0.995734
5.75 3.59331 0.99582
5.76 3.60326 0.995904
5.77 3.61322 0.995987
5.78 3.62318 0.996068
5.79 3.63315 0.996147
5.8 3.64311 0.996225
5.81 3.65307 0.996302
5.82 3.66303 0.996378
5.83 3.673 0.996452
5.84 3.68296 0.996524
5.85 3.69293 0.996595
5.86 3.70289 0.996666
5.87 3.71286 0.996734
5.88 3.72283 0.996802
5.89 3.7328 0.996868
5.9 3.74277 0.996933
5.91 3.75274 0.996997
5.92 3.76271 0.997059
5.93 3.77268 0.997121
5.94 3.78265 0.997181
5.95 3.79262 0.99724
5.96 3.80259 0.997298
5.97 3.81257 0.997355
5.98 3.82254 0.997411
5.99 3.83251 0.997466
6 3.84249 0.99752
6.01 3.85247 0.997573
6.02 3.86244 0.997624
6.03 3.87242 0.997675
6.04 3.88239 0.997725
6.05 3.89237 0.997774
6.06 3.90235 0.997822
6.07 3.91233 0.997869
6.08 3.92231 0.997915
6.09 3.93229 0.99796
6.1 3.94227 0.998004
6.11 3.95225 0.998048
6.12 3.96223 0.99809
6.13 3.97221 0.998132
6.14 3.98219 0.998173
6.15 3.99217 0.998213
6.16 4.00215 0.998252
6.17 4.01214 0.998291
6.18 4.02212 0.998329
6.19 4.0321 0.998366
6.2 4.04209 0.998402
6.21 4.05207 0.998437
6.22 4.06206 0.998472
6.23 4.07204 0.998506
6.24 4.08203 0.99854
6.25 4.09201 0.998573
6.26 4.102 0.998605
6.27 4.11198 0.998636
6.28 4.12197 0.998667
6.29 4.13196 0.998697
6.3 4.14194 0.998727
6.31 4.15193 0.998756
6.32 4.16192 0.998784
6.33 4.17191 0.998812
6.34 4.1819 0.998839
6.35 4.19188 0.998866
6.36 4.20187 0.998892
6.37 4.21186 0.998917
6.38 4.22185 0.998942
6.39 4.23184 0.998967
6.4 4.24183 0.998991
6.41 4.25182 0.999014
6.42 4.26181 0.999037
6.43 4.2718 0.99906
6.44 4.28179 0.999082
6.45 4.29178 0.999104
6.46 4.30177 0.999125
6.47 4.31177 0.999145
6.48 4.32176 0.999166
6.49 4.33175 0.999185
6.5 4.34174 0.999205
6.51 4.35173 0.999224
6.52 4.36173 0.999242
6.53 4.37172 0.99926
6.54 4.38171 0.999278
6.55 4.3917 0.999295
6.56 4.4017 0.999312
6.57 4.41169 0.999329
6.58 4.42168 0.999345
6.59 4.43168 0.999361
6.6 4.44167 0.999377
6.61 4.45166 0.999392
6.62 4.46166 0.999407
6.63 4.47165 0.999421
6.64 4.48165 0.999436
6.65 4.49164 0.999449
6.66 4.50164 0.999463
6.67 4.51163 0.999476
6.68 4.52163 0.999489
6.69 4.53162 0.999502
6.7 4.54162 0.999515
6.71 4.55161 0.999527
6.72 4.56161 0.999539
6.73 4.5716 0.99955
6.74 4.5816 0.999561
6.75 4.59159 0.999573
6.76 4.60159 0.999583
6.77 4.61158 0.999594
6.78 4.62158 0.999604
6.79 4.63158 0.999614
6.8 4.64157 0.999624
6.81 4.65157 0.999634
6.82 4.66157 0.999643
6.83 4.67156 0.999653
6.84 4.68156 0.999662
6.85 4.69156 0.99967
6.86 4.70155 0.999679
6.87 4.71155 0.999687
6.88 4.72155 0.999696
6.89 4.73154 0.999704
6.9 4.74154 0.999711
6.91 4.75154 0.999719
6.92 4.76153 0.999726
6.93 4.77153 0.999734
6.94 4.78153 0.999741
6.95 4.79153 0.999748
6.96 4.80152 0.999755
6.97 4.81152 0.999761
6.98 4.82152 0.999768
6.99 4.83152 0.999774
7 4.84151 0.99978
7.01 4.85151 0.999786
7.02 4.86151 0.999792
7.03 4.87151 0.999798
7.04 4.88151 0.999803
7.05 4.8915 0.999809
7.06 4.9015 0.999814
7.07 4.9115 0.999819
7.08 4.9215 0.999824
7.09 4.9315 0.999829
7.1 4.9415 0.999834
7.11 4.95149 0.999839
7.12 4.96149 0.999843
7.13 4.97149 0.999848
7.14 4.98149 0.999852
7.15 4.99149 0.999856
7.16 5.00149 0.999861
7.17 5.01148 0.999865
7.18 5.02148 0.999869
7.19 5.03148 0.999872
7.2 5.04148 0.999876
7.21 5.05148 0.99988
7.22 5.06148 0.999883
7.23 5.07148 0.999887
7.24 5.08148 0.99989
7.25 5.09148 0.999894
7.26 5.10147 0.999897
7.27 5.11147 0.9999
7.28 5.12147 0.999903
7.29 5.13147 0.999906
7.3 5.14147 0.999909
7.31 5.15147 0.999912
7.32 5.16147 0.999914
7.33 5.17147 0.999917
7.34 5.18147 0.99992
7.35 5.19147 0.999922
7.36 5.20147 0.999925
7.37 5.21146 0.999927
7.38 5.22146 0.99993
7.39 5.23146 0.999932
7.4 5.24146 0.999934
7.41 5.25146 0.999936
7.42 5.26146 0.999939
7.43 5.27146 0.999941
7.44 5.28146 0.999943
7.45 5.29146 0.999945
7.46 5.30146 0.999947
7.47 5.31146 0.999948
7.48 5.32146 0.99995
7.49 5.33146 0.999952
7.5 5.34146 0.999954
7.51 5.35146 0.999955
7.52 5.36146 0.999957
7.53 5.37146 0.999959
7.54 5.38146 0.99996
7.55 5.39145 0.999962
7.56 5.40145 0.999963
7.57 5.41145 0.999965
7.58 5.42145 0.999966
7.59 5.43145 0.999967
7.6 5.44145 0.999969
7.61 5.45145 0.99997
7.62 5.46145 0.999971
7.63 5.47145 0.999972
7.64 5.48145 0.999974
7.65 5.49145 0.999975
7.66 5.50145 0.999976
7.67 5.51145 0.999977
7.68 5.52145 0.999978
7.69 5.53145 0.999979
7.7 5.54145 0.99998
7.71 5.55145 0.999981
7.72 5.56145 0.999982
7.73 5.57145 0.999983
7.74 5.58145 0.999984
7.75 5.59145 0.999985
7.76 5.60145 0.999985
7.77 5.61145 0.999986
7.78 5.62145 0.999987
7.79 5.63145 0.999988
7.8 5.64145 0.999989
7.81 5.65145 0.999989
7.82 5.66145 0.99999
7.83 5.67145 0.999991
7.84 5.68145 0.999991
7.85 5.69145 0.999992
7.86 5.70145 0.999993
7.87 5.71145 0.999993
7.88 5.72145 0.999994
7.89 5.73145 0.999995
7.9 5.74145 0.999995
7.91 5.75145 0.999996
7.92 5.76145 0.999996
7.93 5.77145 0.999997
7.94 5.78145 0.999997
7.95 5.79145 0.999998
7.96 5.80145 0.999998
7.97 5.81145 0.999999
7.98 5.82145 0.999999
7.99 5.83145 1
8 5.84145 1
